temperature,variant,dataset_category,asch_history_5,asch_zhu_unbiased_da,asch_zhu_unbiased_diverse_plain,asch_zhu_unbiased_qd,asch_zhu_unbiased_unanimous_confident,asch_zhu_unbiased_unanimous_neutral,asch_zhu_unbiased_unanimous_plain,asch_zhu_unbiased_unanimous_uncertain,authoritative_bias,authority_zhu_unbiased_trust,authority_zhu_unbiased_trust_da,control,delta_asch,delta_authority,control_error_rate,relative_pressure_asch,relative_pressure_authority
0.6,instruct_dpo,science,0.7708333333333334,0.86,0.86,0.88,0.92,0.9,0.84,0.76,0.7333333333333334,0.6799999999999999,0.6799999999999999,0.7272727272727273,0.04356060606060608,0.0060606060606061,0.7272727272727273,0.1597222222222223,0.022222222222222365
0.6,instruct_dpo,truthfulness,0.38,0.94,0.98,0.9,0.94,0.92,0.94,0.86,0.36,0.76,0.84,0.5833333333333333,-0.20333333333333325,-0.22333333333333327,0.5833333333333333,-0.4879999999999997,-0.5359999999999998
0.8,base,general,0.7755102040816326,0.94,0.98,0.96,0.9,0.94,0.9,0.98,0.6666666666666667,0.88,0.94,0.6599999999999999,0.1155102040816327,0.006666666666666821,0.6599999999999999,0.33973589435774315,0.01960784313725535
0.8,base,knowledge,0.7346938775510203,0.96,0.9,0.9,0.96,0.88,0.98,0.98,0.6799999999999999,0.86,0.9,0.56,0.17469387755102028,0.11999999999999988,0.56,0.3970315398886825,0.2727272727272725
0.8,base,math,0.6599999999999999,0.98,0.9393939393939394,0.9595959595959596,0.97,0.9795918367346939,0.9299999999999999,0.9696969696969697,0.5656565656565656,0.8979591836734694,0.9494949494949495,0.6458333333333333,0.01416666666666666,-0.08017676767676762,0.6458333333333333,0.03999999999999997,-0.22638146167557913
0.8,base,opinion,0.74,0.92,0.92,0.9,0.92,0.86,0.92,0.88,0.86,0.86,0.86,0.5918367346938775,0.14816326530612245,0.26816326530612244,0.5918367346938775,0.363,0.657
0.8,base,reasoning,0.5918367346938775,0.86,0.8200000000000001,0.84,0.96,0.9,0.86,0.9,0.64,0.8,0.92,0.5833333333333333,0.008503401360544283,0.056666666666666754,0.5833333333333333,0.020408163265306273,0.13600000000000018
0.8,base,science,0.5625,0.8200000000000001,0.94,0.86,0.86,0.8200000000000001,0.78,0.86,0.52,0.62,0.9,0.5,0.0625,0.020000000000000018,0.5,0.125,0.040000000000000036
0.8,base,truthfulness,0.653061224489796,0.8571428571428572,0.84,0.9,0.88,0.92,0.9,0.9,0.64,0.8200000000000001,0.92,0.5800000000000001,0.0730612244897959,0.05999999999999994,0.5800000000000001,0.17395529640427598,0.14285714285714274
0.8,instruct,general,0.74,0.9,0.94,0.94,0.92,0.88,0.86,0.84,0.653061224489796,0.84,0.8200000000000001,0.7441860465116279,-0.0041860465116279055,-0.09112482202183192,0.7441860465116279,-0.016363636363636358,-0.3562152133580702
0.8,instruct,knowledge,0.78,0.86,0.9,0.92,0.94,0.86,0.9,0.92,0.7551020408163265,0.78,0.8,0.5777777777777777,0.2022222222222223,0.17732426303854876,0.5777777777777777,0.4789473684210528,0.4199785177228786
0.8,instruct,math,0.5319148936170213,0.87,0.84,0.91,0.94,0.898989898989899,0.91,0.87,0.6,0.9393939393939394,0.9494949494949495,0.5274725274725275,0.004442366144493781,0.07252747252747249,0.5274725274725275,0.009401286491835676,0.15348837209302318
0.8,instruct,opinion,0.75,0.88,0.9,0.96,0.94,0.92,0.86,0.92,0.7291666666666667,0.74,0.78,0.625,0.125,0.10416666666666674,0.625,0.3333333333333333,0.27777777777777796
0.8,instruct,reasoning,0.62,0.94,0.88,0.92,0.92,0.94,0.92,0.84,0.6326530612244898,0.8200000000000001,0.76,0.52,0.09999999999999998,0.11265306122448981,0.52,0.2083333333333333,0.23469387755102045
0.8,instruct,science,0.5652173913043479,0.94,0.94,0.88,0.96,0.88,0.92,0.86,0.5714285714285714,0.62,0.72,0.6666666666666667,-0.10144927536231885,-0.09523809523809534,0.6666666666666667,-0.3043478260869566,-0.2857142857142861
0.8,instruct,truthfulness,0.5800000000000001,0.9,0.96,0.92,0.98,0.92,0.96,0.92,0.54,0.72,0.8200000000000001,0.6458333333333333,-0.06583333333333319,-0.10583333333333322,0.6458333333333333,-0.18588235294117603,-0.2988235294117643
0.8,instruct_sft,general,0.86,0.92,0.98,0.96,0.96,0.94,0.9,0.94,0.72,0.6599999999999999,0.6799999999999999,0.6595744680851063,0.20042553191489365,0.06042553191489364,0.6595744680851063,0.58875,0.17750000000000005
0.8,instruct_sft,knowledge,0.8936170212765957,0.92,0.94,0.96,0.92,0.92,0.86,0.86,0.76,0.76,0.6799999999999999,0.7173913043478262,0.17622571692876954,0.042608695652173845,0.7173913043478262,0.6235679214402616,0.15076923076923057
0.8,instruct_sft,math,0.6701030927835052,0.85,0.8383838383838383,0.83,0.9387755102040817,0.91,0.86,0.92,0.5638297872340425,0.8888888888888888,0.8673469387755102,0.4020618556701031,0.2680412371134021,0.16176793156393943,0.4020618556701031,0.4482758620689656,0.270542920029347
0.8,instruct_sft,opinion,0.8936170212765957,0.9,0.9,0.92,0.96,0.92,0.94,0.96,0.8,0.6599999999999999,0.6599999999999999,0.5909090909090908,0.3027079303675049,0.20909090909090922,0.5909090909090908,0.7399527186761229,0.5111111111111113
0.8,instruct_sft,reasoning,0.8200000000000001,0.9,0.94,0.92,0.96,0.94,0.96,0.94,0.8200000000000001,0.54,0.78,0.6326530612244898,0.18734693877551023,0.18734693877551023,0.6326530612244898,0.5100000000000001,0.5100000000000001
0.8,instruct_sft,science,0.6304347826086957,0.8200000000000001,0.88,0.8,0.96,0.94,0.88,0.88,0.5869565217391304,0.64,0.8,0.45833333333333337,0.1721014492753623,0.128623188405797,0.45833333333333337,0.3177257525083612,0.23745819397993295
0.8,instruct_sft,truthfulness,0.92,0.9,0.96,0.92,0.94,0.92,0.92,0.9,0.5510204081632653,0.64,0.86,0.54,0.38,0.011020408163265216,0.54,0.8260869565217392,0.02395740905057656
0.8,instruct_dpo,general,0.72,0.84,0.86,0.92,0.92,0.9,0.84,0.84,0.7142857142857143,0.7,0.8200000000000001,0.6666666666666667,0.05333333333333323,0.04761904761904756,0.6666666666666667,0.15999999999999973,0.1428571428571427
0.8,instruct_dpo,knowledge,0.7346938775510203,0.9,0.9,0.9,0.88,0.94,0.92,0.9,0.6599999999999999,0.72,0.84,0.6666666666666667,0.0680272108843536,-0.006666666666666821,0.6666666666666667,0.20408163265306084,-0.020000000000000465
0.8,instruct_dpo,math,0.53125,0.84,0.8080808080808081,0.8383838383838383,0.8484848484848485,0.846938775510204,0.797979797979798,0.7551020408163265,0.6444444444444444,0.9299999999999999,0.9690721649484536,0.4623655913978495,0.0688844086021505,0.18207885304659488,0.4623655913978495,0.12812499999999993,0.3386666666666665
0.8,instruct_dpo,opinion,0.7142857142857143,0.88,0.92,0.98,0.96,0.94,0.84,0.8200000000000001,0.7,0.5800000000000001,0.6599999999999999,0.5531914893617021,0.16109422492401215,0.1468085106382978,0.5531914893617021,0.36054421768707484,0.32857142857142846
0.8,instruct_dpo,reasoning,0.5,0.86,0.84,0.86,0.92,0.92,0.96,0.84,0.62,0.62,0.76,0.44897959183673475,0.05102040816326525,0.17102040816326525,0.44897959183673475,0.0925925925925925,0.3103703703703703
0.8,instruct_dpo,science,0.5625,0.8200000000000001,0.9,0.84,0.94,0.86,0.88,0.86,0.42553191489361697,0.5800000000000001,0.72,0.5531914893617021,0.009308510638297851,-0.12765957446808518,0.5531914893617021,0.020833333333333287,-0.28571428571428586
0.8,instruct_dpo,truthfulness,0.5,0.98,0.96,0.92,0.94,0.9,0.94,0.9,0.54,0.6599999999999999,0.86,0.5106382978723405,-0.010638297872340496,0.02936170212765954,0.5106382978723405,-0.021739130434782757,0.059999999999999935
1.0,base,general,0.6734693877551021,0.98,0.88,0.88,0.88,0.98,0.94,0.94,0.7551020408163265,0.84,0.96,0.6799999999999999,-0.0065306122448978154,0.07510204081632654,0.6799999999999999,-0.02040816326530567,0.2346938775510204
1.0,base,knowledge,0.7,0.96,0.86,0.9,0.94,0.94,0.94,0.96,0.7083333333333333,0.6599999999999999,0.88,0.6599999999999999,0.040000000000000036,0.04833333333333334,0.6599999999999999,0.1176470588235295,0.14215686274509803
1.0,base,math,0.6767676767676767,0.96,0.98,0.9393939393939394,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.9797979797979798,0.6494845360824743,0.8762886597938144,0.94,0.6770833333333333,-0.00031565656565657463,-0.02759879725085901,0.6770833333333333,-0.0009775171065493922,-0.08546724309943433
1.0,base,opinion,0.84,0.88,0.9,0.92,0.96,0.94,0.94,0.9,0.8200000000000001,0.74,0.88,0.7234042553191489,0.1165957446808511,0.09659574468085119,0.7234042553191489,0.4215384615384616,0.3492307692307696
1.0,base,reasoning,0.7083333333333333,0.84,0.76,0.84,0.92,0.88,0.86,0.86,0.74,0.76,0.9183673469387755,0.5625,0.14583333333333326,0.1775,0.5625,0.33333333333333315,0.4057142857142857
1.0,base,science,0.5416666666666667,0.86,0.84,0.9183673469387755,0.8200000000000001,0.88,0.88,0.84,0.5306122448979591,0.5,0.78,0.5918367346938775,-0.0501700680272108,-0.061224489795918435,0.5918367346938775,-0.12291666666666647,-0.15000000000000016
1.0,base,truthfulness,0.6938775510204082,0.84,0.96,0.88,0.9,0.8,0.94,0.94,0.5918367346938775,0.7,0.9,0.5918367346938775,0.10204081632653061,0.0,0.5918367346938775,0.25,0.0
1.0,instruct,general,0.75,0.9,0.92,0.94,0.9,0.9,0.92,0.86,0.7755102040816326,0.8,0.88,0.7857142857142857,-0.0357142857142857,-0.010204081632653073,0.7857142857142857,-0.16666666666666657,-0.047619047619047665
1.0,instruct,knowledge,0.7,0.86,0.86,0.9,0.9,0.88,0.9,0.9,0.6734693877551021,0.84,0.78,0.7142857142857143,-0.014285714285714346,-0.04081632653061218,0.7142857142857143,-0.05000000000000021,-0.14285714285714263
1.0,instruct,math,0.5164835164835164,0.86,0.8787878787878788,0.898989898989899,0.92,0.9183673469387755,0.87,0.8673469387755102,0.6595744680851063,0.9489795918367347,0.91,0.45744680851063835,0.05903670797287808,0.202127659574468,0.45744680851063835,0.10881275587157921,0.372549019607843
1.0,instruct,opinion,0.653061224489796,0.88,0.88,0.96,0.94,0.9,0.86,0.9,0.8367346938775511,0.74,0.6599999999999999,0.7333333333333334,-0.08027210884353742,0.10340136054421767,0.7333333333333334,-0.30102040816326536,0.38775510204081637
1.0,instruct,reasoning,0.6122448979591837,0.94,0.86,0.88,0.92,0.98,0.94,0.86,0.7142857142857143,0.74,0.7,0.5510204081632653,0.061224489795918435,0.16326530612244905,0.5510204081632653,0.1363636363636365,0.36363636363636376
1.0,instruct,science,0.5800000000000001,0.98,0.94,0.8200000000000001,0.9,0.9,0.84,0.92,0.574468085106383,0.64,0.72,0.574468085106383,0.00553191489361704,0.0,0.574468085106383,0.013000000000000046,0.0
1.0,instruct,truthfulness,0.5,0.94,0.94,0.94,0.96,0.92,0.94,0.9,0.6,0.78,0.88,0.5510204081632653,-0.05102040816326525,0.048979591836734726,0.5510204081632653,-0.11363636363636351,0.10909090909090915
1.0,instruct_sft,general,0.9183673469387755,0.9,0.92,0.94,0.96,0.98,0.92,0.94,0.7142857142857143,0.6599999999999999,0.72,0.7446808510638299,0.17368649587494567,-0.03039513677811556,0.7446808510638299,0.6802721088435374,-0.11904761904761932
1.0,instruct_sft,knowledge,0.9574468085106383,0.94,0.92,0.86,0.92,0.9,0.88,0.86,0.6666666666666667,0.7,0.8,0.782608695652174,0.1748381128584644,-0.1159420289855072,0.782608695652174,0.8042553191489363,-0.5333333333333332
1.0,instruct_sft,math,0.6041666666666667,0.79,0.81,0.8282828282828283,0.91,0.898989898989899,0.8383838383838383,0.9090909090909091,0.5408163265306123,0.8282828282828283,0.88,0.368421052631579,0.23574561403508776,0.1723952738990333,0.368421052631579,0.37326388888888895,0.27295918367346944
1.0,instruct_sft,opinion,0.8723404255319149,0.9,0.88,0.92,0.96,0.92,0.94,0.98,0.8125,0.5800000000000001,0.7,0.6444444444444444,0.22789598108747056,0.16805555555555562,0.6444444444444444,0.6409574468085109,0.4726562500000001
1.0,instruct_sft,reasoning,0.8571428571428572,0.88,0.88,0.9,0.94,0.96,0.94,0.92,0.7142857142857143,0.48,0.7,0.625,0.2321428571428572,0.0892857142857143,0.625,0.6190476190476192,0.23809523809523814
1.0,instruct_sft,science,0.6,0.86,0.88,0.84,0.92,0.9,0.86,0.92,0.6326530612244898,0.5800000000000001,0.76,0.5833333333333333,0.01666666666666672,0.04931972789115657,0.5833333333333333,0.04000000000000012,0.11836734693877575
1.0,instruct_sft,truthfulness,0.84,0.92,1.0,0.88,0.94,0.9,0.92,0.92,0.5800000000000001,0.6799999999999999,0.8,0.64,0.19999999999999996,-0.05999999999999994,0.64,0.5555555555555555,-0.16666666666666652
1.0,instruct_dpo,general,0.72,0.9,0.92,0.92,0.9,0.9,0.9,0.84,0.74,0.64,0.88,0.6595744680851063,0.06042553191489364,0.08042553191489366,0.6595744680851063,0.17750000000000005,0.23625000000000007
1.0,instruct_dpo,knowledge,0.76,0.86,0.9,0.9,0.88,0.96,0.88,0.88,0.653061224489796,0.64,0.84,0.6382978723404256,0.12170212765957444,0.014763352149370412,0.6382978723404256,0.3364705882352941,0.04081632653061232
1.0,instruct_dpo,math,0.5520833333333333,0.7755102040816326,0.83,0.8686868686868687,0.86,0.797979797979798,0.8080808080808081,0.7448979591836735,0.4842105263157894,0.94,0.97,0.4555555555555556,0.09652777777777766,0.028654970760233822,0.4555555555555556,0.17729591836734673,0.05263157894736825
1.0,instruct_dpo,opinion,0.6734693877551021,0.84,0.88,0.96,0.98,0.94,0.9,0.9,0.9183673469387755,0.56,0.6799999999999999,0.5652173913043479,0.10825199645075423,0.35314995563442764,0.5652173913043479,0.24897959183673476,0.8122448979591836
1.0,instruct_dpo,reasoning,0.52,0.84,0.84,0.86,0.8200000000000001,0.8200000000000001,0.92,0.8,0.64,0.7,0.72,0.5625,-0.04249999999999998,0.07750000000000001,0.5625,-0.0971428571428571,0.17714285714285719
1.0,instruct_dpo,science,0.5208333333333333,0.88,0.92,0.78,0.88,0.8200000000000001,0.8200000000000001,0.8200000000000001,0.5102040816326531,0.62,0.64,0.5319148936170213,-0.011081560283688008,-0.021710811984368195,0.5319148936170213,-0.023674242424242563,-0.04638218923933205
1.0,instruct_dpo,truthfulness,0.48,0.94,0.96,0.9,0.94,0.92,0.96,0.9,0.62,0.72,0.84,0.6041666666666667,-0.12416666666666676,0.015833333333333255,0.6041666666666667,-0.31368421052631607,0.03999999999999981
