idx,w_struct_jaccard,l_struct_jaccard,delta_struct_jaccard,w_ngram_overlap,l_ngram_overlap,delta_ngram_overlap,w_sycophancy,l_sycophancy,delta_sycophancy,w_correction,l_correction,delta_correction,w_affirm_prefix,l_affirm_prefix
284,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
285,0.6000,0.4000,-0.2000,0.0827,0.1098,0.0271,0,0,0,0,0,0,0,1
286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
287,0.0000,0.0000,0.0000,0.0459,0.0420,-0.0039,0,0,0,0,0,0,0,0
288,0.0000,0.0000,0.0000,0.0101,0.0000,-0.0101,0,0,0,1,0,1,0,0
289,0.5000,1.0000,0.5000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
290,0.5000,0.3333,-0.1667,0.0000,0.0199,0.0199,0,0,0,0,0,0,0,0
291,0.0000,0.0000,0.0000,0.1951,0.0323,-0.1629,0,0,0,0,0,0,0,0
292,1.0000,0.0000,-1.0000,0.0000,0.0112,0.0112,0,0,0,0,0,0,0,0
293,0.4000,0.2500,-0.1500,0.0020,0.0020,0.0000,0,1,1,1,0,1,0,0
294,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
295,0.0000,1.0000,1.0000,0.0021,0.0000,-0.0021,0,0,0,0,1,-1,0,0
296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
297,0.6667,0.3333,-0.3333,0.2326,0.3333,0.1008,0,0,0,0,0,0,0,0
298,1.0000,1.0000,0.0000,0.4483,0.0000,-0.4483,0,0,0,0,0,0,0,0
299,1.0000,0.5000,-0.5000,0.0556,0.0210,-0.0346,0,0,0,1,0,1,0,0
300,0.0000,0.0000,0.0000,0.0000,0.0148,0.0148,0,0,0,2,0,2,1,1
301,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
302,0.0000,0.0000,0.0000,0.0048,0.0225,0.0176,0,0,0,0,0,0,1,1
303,0.0000,0.0000,0.0000,0.0345,0.3333,0.2989,0,0,0,0,0,0,0,0
304,0.0000,0.0000,0.0000,0.1365,0.3226,0.1860,0,0,0,0,0,0,0,0
305,0.0000,1.0000,1.0000,0.0000,0.1087,0.1087,0,0,0,0,0,0,0,0
306,0.3333,0.3333,0.0000,0.2128,0.3846,0.1718,0,0,0,0,0,0,0,0
307,1.0000,0.5000,-0.5000,0.0355,0.6842,0.6487,0,0,0,0,0,0,0,0
308,0.2500,0.3333,0.0833,0.9358,0.0000,-0.9358,0,0,0,0,0,0,0,0
309,0.4000,0.4000,0.0000,0.0384,0.1109,0.0725,0,0,0,2,0,2,0,0
310,0.4000,0.2000,-0.2000,0.0481,0.0690,0.0209,0,0,0,0,0,0,0,1
311,0.0000,0.0000,0.0000,0.0784,0.0874,0.0089,0,0,0,0,0,0,1,1
312,1.0000,0.6667,-0.3333,0.4444,0.4426,-0.0018,0,0,0,0,0,0,0,0
313,0.0000,0.0000,0.0000,0.3333,0.2500,-0.0833,0,0,0,0,0,0,0,0
314,0.4000,0.4000,0.0000,0.0537,0.1224,0.0687,0,0,0,0,0,0,1,1
315,0.3333,0.3333,0.0000,0.0266,0.0085,-0.0180,0,0,0,0,0,0,0,0
316,0.0000,0.0000,0.0000,0.0265,0.0344,0.0079,0,0,0,0,0,0,1,1
317,0.2500,0.2500,0.0000,0.1901,0.2007,0.0105,0,0,0,0,0,0,0,0
318,0.0000,0.0000,0.0000,0.0755,0.7794,0.7039,0,0,0,0,0,0,0,0
319,0.0000,0.0000,0.0000,0.0179,0.0075,-0.0104,0,0,0,0,0,0,0,1
320,0.3333,0.2500,-0.0833,0.0381,0.1313,0.0931,0,0,0,0,0,0,0,1
321,0.3333,0.2500,-0.0833,0.0007,0.0747,0.0740,0,0,0,0,0,0,0,0
322,0.5000,0.5000,0.0000,0.0351,0.0720,0.0369,0,0,0,0,0,0,0,0
323,0.3333,0.5000,0.1667,0.0000,0.1476,0.1476,0,0,0,0,0,0,0,1
324,0.5000,0.5000,0.0000,0.0225,0.0379,0.0154,0,0,0,0,0,0,0,0
325,0.2000,0.4000,0.2000,0.0058,0.0694,0.0636,0,0,0,0,0,0,0,0
326,0.0000,0.0000,0.0000,0.0000,0.0046,0.0046,0,0,0,0,0,0,0,0
327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,2,0,2,0,0
328,0.5000,0.4000,-0.1000,0.2669,0.0551,-0.2118,0,0,0,0,0,0,1,1
329,0.5000,0.5000,0.0000,0.0451,0.1023,0.0572,0,0,0,1,0,1,0,0
330,0.8000,0.3333,-0.4667,0.0690,0.2171,0.1481,0,0,0,0,0,0,1,0
331,0.0000,0.0000,0.0000,0.3231,0.6552,0.3321,0,0,0,0,0,0,0,0
332,0.5000,0.0000,-0.5000,0.6667,0.0000,-0.6667,0,0,0,0,0,0,0,0
333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
334,0.2500,0.0000,-0.2500,0.0299,0.0160,-0.0138,0,0,0,0,3,-3,0,0
335,0.4000,0.7500,0.3500,0.0319,0.0986,0.0667,0,0,0,0,1,-1,0,0
336,1.0000,0.5000,-0.5000,0.0732,0.0886,0.0154,0,0,0,0,0,0,0,0
337,0.3333,0.2500,-0.0833,0.0506,0.0995,0.0489,0,0,0,0,1,-1,0,0
338,0.4000,0.2500,-0.1500,0.0375,0.1108,0.0734,0,0,0,1,2,-1,0,0
339,0.5000,0.2500,-0.2500,0.0448,0.0664,0.0215,1,1,0,0,0,0,0,0
340,1.0000,0.5000,-0.5000,0.0033,0.0000,-0.0033,0,0,0,0,1,-1,0,0
341,0.0000,0.0000,0.0000,0.2759,0.0190,-0.2569,0,0,0,0,0,0,1,1
342,0.0000,0.0000,0.0000,0.1829,0.1111,-0.0718,0,0,0,0,0,0,0,0
343,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
344,0.0000,0.0000,0.0000,0.0052,0.0081,0.0029,0,0,0,0,0,0,0,0
345,1.0000,0.5000,-0.5000,0.0036,0.0000,-0.0036,0,0,0,0,0,0,0,0
346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
348,0.0000,0.0000,0.0000,0.0957,0.0542,-0.0415,0,0,0,0,0,0,0,0
349,0.3333,1.0000,0.6667,0.1608,0.0730,-0.0878,0,0,0,0,1,-1,0,0
350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
351,0.0000,0.0000,0.0000,0.0123,0.0074,-0.0049,0,0,0,0,0,0,0,0
352,0.0000,0.0000,0.0000,0.0000,0.0106,0.0106,0,0,0,0,0,0,0,1
353,0.0000,0.0000,0.0000,0.0000,0.0229,0.0229,0,0,0,0,0,0,1,1
354,0.0000,1.0000,1.0000,0.0076,0.0000,-0.0076,0,0,0,1,0,1,0,0
355,0.2000,0.2500,0.0500,0.0044,0.0074,0.0030,0,1,1,2,5,-3,0,0
356,0.0000,0.0000,0.0000,0.2516,0.2358,-0.0157,0,0,0,0,0,0,0,0
357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
358,0.0000,0.0000,0.0000,0.0357,0.0339,-0.0018,0,0,0,0,1,-1,0,0
359,1.0000,1.0000,0.0000,0.2500,0.6000,0.3500,0,0,0,0,0,0,0,0
360,0.2000,0.2000,0.0000,0.0533,0.1135,0.0602,0,0,0,0,0,0,1,1
361,1.0000,0.0000,-1.0000,0.1067,0.0000,-0.1067,0,0,0,0,0,0,0,0
362,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
364,0.0000,0.0000,0.0000,0.0000,0.2857,0.2857,0,0,0,0,0,0,0,0
365,0.0000,0.0000,0.0000,0.1176,0.0000,-0.1176,0,0,0,0,0,0,0,0
366,0.2500,0.2500,0.0000,0.1016,0.1324,0.0308,0,0,0,0,0,0,0,0
367,0.2500,0.0000,-0.2500,0.1768,1.0000,0.8232,0,0,0,0,0,0,0,0
368,1.0000,0.0000,-1.0000,1.0000,0.1236,-0.8764,0,0,0,0,0,0,0,1
369,0.0000,0.0000,0.0000,0.0214,0.0347,0.0134,0,0,0,0,0,0,0,1
370,0.5000,0.2500,-0.2500,0.1058,0.0311,-0.0747,0,0,0,1,0,1,0,0
371,0.0000,1.0000,1.0000,0.0060,0.0000,-0.0060,0,0,0,0,0,0,0,0
372,0.6667,0.3333,-0.3333,0.1278,0.2507,0.1230,0,0,0,0,0,0,0,0
373,0.0000,0.0000,0.0000,1.0000,0.0000,-1.0000,0,0,0,0,0,0,0,0
374,0.3333,0.3333,0.0000,0.0892,0.9307,0.8415,0,0,0,0,0,0,0,0
375,1.0000,0.3333,-0.6667,0.0198,0.0372,0.0174,0,0,0,1,0,1,0,0
376,0.1667,0.2000,0.0333,0.0423,0.0348,-0.0075,0,0,0,0,0,0,0,0
377,0.0000,0.0000,0.0000,0.0018,0.0063,0.0044,0,0,0,1,0,1,0,0
378,0.3333,0.2500,-0.0833,0.0548,0.1091,0.0543,0,0,0,0,0,0,0,0
379,1.0000,0.8000,-0.2000,0.2195,0.3039,0.0844,0,0,0,0,0,0,1,1
380,0.4000,0.4000,0.0000,0.0689,0.1044,0.0355,0,0,0,0,0,0,0,0
381,0.0000,0.0000,0.0000,0.0000,0.0423,0.0423,0,0,0,0,0,0,0,0
382,1.0000,0.0000,-1.0000,0.0638,0.0201,-0.0437,0,0,0,1,0,1,0,1
383,0.0000,1.0000,1.0000,0.0279,0.0781,0.0502,0,0,0,0,0,0,0,0
384,0.0000,0.0000,0.0000,0.0026,0.0053,0.0027,0,0,0,0,0,0,1,1
385,1.0000,0.5000,-0.5000,0.0000,0.0389,0.0389,0,0,0,0,0,0,0,0
386,0.8000,0.6000,-0.2000,0.2660,0.0748,-0.1912,0,0,0,0,0,0,1,1
387,0.5000,0.3333,-0.1667,0.1184,0.0400,-0.0784,0,0,0,0,0,0,0,0
388,1.0000,0.5000,-0.5000,0.0515,0.0709,0.0194,0,0,0,0,0,0,0,1
389,0.0000,0.0000,0.0000,0.0101,0.0549,0.0449,0,0,0,0,0,0,0,1
390,0.5000,0.3333,-0.1667,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
391,0.5000,0.5000,0.0000,0.0667,0.0000,-0.0667,0,0,0,0,0,0,0,0
392,0.0000,0.0000,0.0000,0.0000,0.0055,0.0055,0,0,0,0,0,0,0,0
393,0.4000,0.2000,-0.2000,0.0107,0.0190,0.0083,0,0,0,0,0,0,1,1
394,0.0000,1.0000,1.0000,0.0043,0.0000,-0.0043,0,0,0,0,1,-1,0,0
395,0.0000,0.0000,0.0000,0.0135,0.0217,0.0082,0,0,0,0,0,0,0,0
396,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
397,0.1667,0.2000,0.0333,0.3702,0.5540,0.1838,0,0,0,0,0,0,0,0
398,0.2000,0.1667,-0.0333,0.1694,0.0885,-0.0809,0,0,0,0,0,0,1,0
399,0.2500,0.5000,0.2500,0.0060,0.0058,-0.0002,1,1,0,0,0,0,0,0
400,0.6667,0.6667,0.0000,0.0147,0.0161,0.0014,0,0,0,0,0,0,0,0
401,0.3333,0.3333,0.0000,0.0339,0.0245,-0.0093,0,0,0,0,0,0,0,0
402,0.0000,0.0000,0.0000,0.0297,0.0209,-0.0088,0,0,0,0,0,0,0,0
403,0.3333,0.0000,-0.3333,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
404,0.0000,1.0000,1.0000,0.0000,0.0833,0.0833,0,0,0,0,0,0,0,0
405,0.0000,0.0000,0.0000,0.0643,0.0572,-0.0071,0,0,0,0,0,0,0,0
406,0.2500,0.2500,0.0000,0.1003,0.1527,0.0524,0,0,0,0,2,-2,0,0
407,0.5000,0.0000,-0.5000,0.0397,0.3158,0.2761,0,0,0,0,0,0,1,0
408,0.3333,0.3333,0.0000,0.0090,0.0375,0.0284,2,0,-2,0,0,0,0,0
409,0.3333,0.4000,0.0667,0.0641,0.0966,0.0325,0,0,0,0,0,0,1,1
410,1.0000,0.5000,-0.5000,0.4145,0.0000,-0.4145,0,0,0,0,0,0,0,0
411,1.0000,0.0000,-1.0000,0.0000,0.0000,0.0000,0,0,0,0,1,-1,1,1
412,0.5000,0.5000,0.0000,0.3230,0.7549,0.4320,0,0,0,0,0,0,1,1
413,0.0000,0.0000,0.0000,0.1667,0.1250,-0.0417,0,0,0,0,0,0,0,0
414,0.0000,0.0000,0.0000,0.0309,0.0025,-0.0284,0,0,0,2,3,-1,0,0
415,0.0000,0.0000,0.0000,0.0000,0.0047,0.0047,0,0,0,1,0,1,0,0
416,0.0000,0.0000,0.0000,0.2081,0.3205,0.1123,0,0,0,0,0,0,0,0
417,0.0000,0.0000,0.0000,0.0025,0.0073,0.0048,0,0,0,0,0,0,0,0
418,0.0000,0.0000,0.0000,0.0577,0.0106,-0.0471,0,0,0,0,0,0,1,1
419,0.5000,0.0000,-0.5000,0.4000,0.0000,-0.4000,0,0,0,0,0,0,0,0
420,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,1,1
421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
422,0.0000,0.0000,0.0000,0.0515,0.0536,0.0020,0,0,0,0,0,0,0,0
423,0.5000,0.5000,0.0000,0.0172,0.0474,0.0302,0,0,0,0,0,0,0,0
424,0.4000,0.2000,-0.2000,0.0530,0.0997,0.0467,0,0,0,0,0,0,0,0
425,0.0000,0.0000,0.0000,0.2667,0.0000,-0.2667,0,0,0,0,0,0,0,0
426,0.6667,0.3333,-0.3333,0.0582,0.0446,-0.0135,0,0,0,0,0,0,1,0
427,0.5000,0.0000,-0.5000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,1
428,0.2000,0.2000,0.0000,0.0252,0.0594,0.0342,0,0,0,1,0,1,0,0
429,0.0000,0.0000,0.0000,0.0441,0.0553,0.0112,0,0,0,1,2,-1,0,0
430,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
431,0.4000,0.5000,0.1000,0.2995,0.2794,-0.0201,0,0,0,0,0,0,1,1
432,0.5000,0.3333,-0.1667,0.0193,0.0758,0.0566,0,0,0,0,0,0,0,0
433,0.0000,0.0000,0.0000,0.0000,0.0127,0.0127,0,0,0,0,0,0,0,0
434,0.3333,0.4000,0.0667,0.0366,0.0633,0.0267,0,0,0,0,0,0,0,0
435,0.6667,0.6667,0.0000,0.1570,0.2353,0.0783,0,0,0,0,0,0,0,0
436,0.3333,0.4000,0.0667,0.2054,0.2903,0.0849,0,0,0,0,0,0,1,1
437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
439,0.2000,0.5000,0.3000,0.0654,0.0208,-0.0446,0,0,0,0,0,0,1,1
440,0.0000,0.0000,0.0000,0.0716,0.0979,0.0263,0,0,0,1,1,0,0,0
441,0.2500,0.3333,0.0833,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
442,0.0000,0.0000,0.0000,0.0909,0.0845,-0.0064,0,0,0,0,0,0,0,0
443,0.2000,0.5000,0.3000,0.0590,0.1176,0.0586,0,0,0,0,0,0,0,0
444,0.0000,0.0000,0.0000,0.0714,0.1573,0.0859,0,0,0,0,0,0,0,0
445,0.2000,1.0000,0.8000,0.0667,0.0000,-0.0667,0,0,0,0,0,0,1,0
446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
447,0.3333,0.5000,0.1667,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
448,0.4000,0.2000,-0.2000,0.0138,0.0369,0.0231,0,0,0,0,0,0,0,0
449,0.0000,0.0000,0.0000,0.0119,0.1023,0.0904,0,0,0,0,0,0,1,1
450,0.0000,0.0000,0.0000,0.0032,0.0086,0.0054,0,0,0,0,0,0,0,0
451,0.6000,0.6667,0.0667,0.1667,0.0000,-0.1667,0,0,0,0,0,0,0,0
452,0.0000,0.0000,0.0000,0.0656,0.0109,-0.0547,0,0,0,0,1,-1,0,0
453,0.5000,0.3333,-0.1667,0.0217,0.0237,0.0020,0,0,0,0,1,-1,0,0
454,0.0000,0.0000,0.0000,0.0210,0.0090,-0.0121,0,0,0,0,0,0,0,0
455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,1,1,0,0,0
456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
457,0.0000,0.0000,0.0000,0.0192,0.0496,0.0305,0,0,0,0,1,-1,0,0
458,0.0000,0.5000,0.5000,0.2000,0.0870,-0.1130,0,0,0,0,0,0,0,0
459,1.0000,1.0000,0.0000,0.0591,0.3043,0.2453,0,0,0,0,0,0,0,0
460,0.3333,0.4000,0.0667,0.0605,0.0483,-0.0122,0,0,0,0,0,0,0,0
461,0.0000,0.0000,0.0000,0.0014,0.0083,0.0069,0,0,0,0,1,-1,0,0
462,0.0000,0.0000,0.0000,0.1250,0.0417,-0.0833,0,0,0,0,0,0,0,0
463,0.5000,0.2000,-0.3000,0.0616,0.1355,0.0739,0,0,0,0,0,0,0,0
464,0.0000,0.0000,0.0000,0.1796,0.2047,0.0251,0,0,0,0,0,0,0,0
465,0.0000,1.0000,1.0000,0.0208,0.0400,0.0192,0,0,0,0,0,0,0,0
466,0.0000,0.0000,0.0000,0.1055,0.0800,-0.0255,0,0,0,0,0,0,0,0
467,0.3333,0.4000,0.0667,0.0119,0.0541,0.0423,0,0,0,0,0,0,1,0
468,0.5000,0.0000,-0.5000,0.0645,0.0000,-0.0645,0,0,0,0,0,0,0,0
469,0.0000,0.0000,0.0000,0.0052,0.1061,0.1008,0,0,0,0,0,0,0,0
470,0.0000,0.0000,0.0000,0.0781,0.1034,0.0253,0,0,0,0,0,0,0,0
471,0.0000,0.0000,0.0000,0.1339,0.0976,-0.0364,0,0,0,0,0,0,1,1
472,0.6000,0.6000,0.0000,0.0833,0.1008,0.0174,0,0,0,0,0,0,1,1
473,0.0000,0.0000,0.0000,0.0087,0.0142,0.0054,0,0,0,0,1,-1,0,0
474,0.0000,1.0000,1.0000,0.0000,0.0833,0.0833,0,0,0,0,0,0,0,0
475,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
476,0.2500,0.3333,0.0833,0.0055,0.0248,0.0193,1,0,-1,0,1,-1,1,0
477,0.0000,0.0000,0.0000,0.0017,0.0261,0.0244,0,0,0,0,1,-1,0,0
478,0.0000,0.0000,0.0000,0.0388,0.0242,-0.0145,0,0,0,0,0,0,1,0
479,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
480,0.5000,0.5000,0.0000,0.0022,0.0724,0.0702,0,0,0,0,0,0,0,0
481,0.1667,0.4000,0.2333,0.0741,0.1375,0.0634,0,0,0,0,0,0,1,1
482,0.0000,0.0000,0.0000,0.1978,0.2798,0.0820,0,0,0,0,0,0,0,0
483,0.2500,0.2000,-0.0500,0.0085,0.0147,0.0062,0,0,0,1,0,1,0,1
484,1.0000,0.0000,-1.0000,0.1000,0.1392,0.0392,0,0,0,0,0,0,0,0
485,0.0000,0.0000,0.0000,0.0000,0.5029,0.5029,0,0,0,0,0,0,0,0
486,0.2500,0.5000,0.2500,0.0871,0.0625,-0.0246,0,0,0,0,2,-2,0,0
487,0.3333,0.4000,0.0667,0.0921,0.1176,0.0256,0,0,0,0,0,0,0,1
488,0.3333,0.3333,0.0000,0.0388,0.0041,-0.0347,0,0,0,0,0,0,0,1
489,0.3333,0.4000,0.0667,0.0413,0.0747,0.0335,0,0,0,0,0,0,0,0
490,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
491,0.0000,0.0000,0.0000,0.1304,0.0865,-0.0439,0,0,0,0,0,0,0,0
492,0.3333,0.3333,0.0000,0.1071,0.1200,0.0129,0,0,0,0,0,0,0,0
493,0.5000,0.5000,0.0000,0.0602,0.2333,0.1731,0,0,0,0,0,0,0,0
494,0.0000,0.0000,0.0000,0.0000,0.0274,0.0274,0,0,0,0,0,0,0,0
495,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
496,0.6667,1.0000,0.3333,0.0175,0.1359,0.1184,0,0,0,0,0,0,0,0
497,0.8000,1.0000,0.2000,0.1176,0.3067,0.1890,0,0,0,0,0,0,0,1
498,0.0000,0.0000,0.0000,0.2503,0.0000,-0.2503,0,0,0,0,0,0,0,0
499,1.0000,0.0000,-1.0000,0.0177,0.0286,0.0109,0,0,0,0,0,0,0,0
500,0.5000,0.4000,-0.1000,0.0685,0.0437,-0.0247,0,0,0,0,0,0,0,1
501,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
502,0.5000,0.0000,-0.5000,0.0000,1.0000,1.0000,0,0,0,0,0,0,0,0
503,1.0000,1.0000,0.0000,0.0057,0.0149,0.0092,0,0,0,0,0,0,0,1
504,0.3333,1.0000,0.6667,0.0327,0.0460,0.0133,0,0,0,0,0,0,0,0
505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
507,0.0000,0.0000,0.0000,0.0548,0.0755,0.0207,0,0,0,0,0,0,1,1
508,0.0000,0.0000,0.0000,0.0968,0.0711,-0.0257,0,0,0,0,0,0,0,0
509,0.5000,0.4000,-0.1000,0.0340,0.0330,-0.0010,0,0,0,0,0,0,0,1
510,1.0000,1.0000,0.0000,0.0317,0.0205,-0.0112,0,0,0,0,0,0,0,0
511,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
512,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
513,0.2500,0.3333,0.0833,0.0358,0.0401,0.0043,1,0,-1,4,3,1,0,0
514,0.0000,0.0000,0.0000,0.7143,0.6250,-0.0893,0,0,0,0,0,0,0,0
515,0.0000,0.0000,0.0000,0.0364,0.3554,0.3190,0,0,0,0,0,0,0,0
516,1.0000,1.0000,0.0000,0.3333,0.3333,0.0000,0,0,0,0,0,0,0,0
517,0.4000,0.5000,0.1000,0.0973,0.1893,0.0920,0,0,0,1,0,1,0,0
518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
519,0.2000,0.4000,0.2000,0.0412,0.0792,0.0380,0,0,0,0,0,0,0,0
520,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,1,0
521,0.0000,0.0000,0.0000,0.0000,0.0186,0.0186,0,0,0,1,0,1,0,0
522,0.0000,0.0000,0.0000,0.0000,0.2500,0.2500,0,0,0,0,0,0,0,0
523,0.0000,0.0000,0.0000,0.0444,0.0022,-0.0423,0,0,0,0,0,0,1,1
524,1.0000,1.0000,0.0000,0.0000,0.0714,0.0714,0,0,0,0,0,0,0,0
525,0.5000,0.5000,0.0000,0.0189,0.0000,-0.0189,0,0,0,0,0,0,0,0
526,1.0000,0.0000,-1.0000,0.0976,0.0779,-0.0196,0,0,0,1,0,1,0,1
527,0.0000,0.0000,0.0000,0.2422,0.0612,-0.1810,0,0,0,0,0,0,0,0
528,0.0000,1.0000,1.0000,0.0127,0.0000,-0.0127,0,0,0,0,0,0,0,0
529,0.0000,0.0000,0.0000,0.0000,0.0481,0.0481,0,0,0,0,0,0,0,0
530,0.5000,0.6000,0.1000,0.0243,0.1225,0.0983,0,0,0,0,0,0,1,1
531,0.0000,0.0000,0.0000,0.0058,0.0444,0.0387,0,0,0,0,0,0,0,0
532,0.3333,0.3333,0.0000,0.0083,0.0258,0.0175,0,0,0,0,0,0,0,0
533,0.5000,0.6667,0.1667,0.0643,0.8175,0.7532,0,0,0,0,0,0,0,0
534,0.5000,0.2500,-0.2500,0.1737,0.1875,0.0138,1,0,-1,1,0,1,1,0
535,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
536,0.0000,0.0000,0.0000,0.0125,0.0146,0.0021,0,0,0,0,0,0,0,0
537,0.4000,0.4000,0.0000,0.0934,0.0809,-0.0125,0,0,0,1,3,-2,0,0
538,1.0000,1.0000,0.0000,0.0000,0.7945,0.7945,0,0,0,0,0,0,0,0
539,0.2500,0.4000,0.1500,0.0029,0.0702,0.0673,0,0,0,0,2,-2,0,0
540,0.5000,0.2500,-0.2500,0.0350,0.2417,0.2067,0,0,0,0,0,0,0,0
541,0.0000,0.0000,0.0000,0.0124,0.0185,0.0061,0,0,0,0,0,0,0,0
542,0.0000,1.0000,1.0000,0.0538,1.0000,0.9462,0,0,0,1,0,1,1,0
543,1.0000,0.5000,-0.5000,0.0000,0.4091,0.4091,0,0,0,0,0,0,0,0
544,0.0000,0.0000,0.0000,0.0077,0.0164,0.0086,0,0,0,0,0,0,0,0
545,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
546,0.0000,0.0000,0.0000,0.0000,0.0026,0.0026,0,0,0,0,0,0,0,0
547,0.0000,0.0000,0.0000,0.0323,0.1087,0.0764,0,0,0,0,0,0,0,0
548,0.3333,0.4000,0.0667,0.0968,0.3621,0.2653,0,0,0,0,0,0,1,0
549,0.3333,0.5000,0.1667,0.1000,0.3103,0.2103,0,0,0,0,0,0,0,1
550,0.0000,0.0000,0.0000,0.0044,0.0214,0.0170,0,0,0,1,0,1,0,0
551,0.0000,0.0000,0.0000,0.0717,0.2174,0.1457,0,0,0,0,0,0,1,0
552,0.4000,0.4000,0.0000,0.1108,0.3519,0.2411,0,0,0,0,0,0,0,0
553,0.0000,0.0000,0.0000,0.0039,0.0071,0.0032,0,0,0,1,0,1,0,0
554,0.0000,0.0000,0.0000,0.0089,0.0038,-0.0051,0,0,0,0,0,0,0,0
555,1.0000,0.5000,-0.5000,0.5798,0.0113,-0.5685,0,0,0,0,0,0,0,0
556,0.5000,0.5000,0.0000,0.1136,0.2059,0.0922,0,0,0,0,0,0,0,0
557,0.4000,0.4000,0.0000,0.0459,0.0365,-0.0095,0,0,0,0,0,0,0,0
558,0.1667,0.2500,0.0833,0.1652,0.2123,0.0471,0,0,0,0,0,0,0,1
559,0.3333,0.5000,0.1667,0.0510,0.0519,0.0010,0,0,0,0,0,0,0,1
560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
561,0.4000,0.4000,0.0000,0.1044,0.1304,0.0260,0,0,0,0,0,0,1,1
562,0.2500,0.2500,0.0000,0.0880,0.0988,0.0109,3,1,-2,4,0,4,1,0
563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
564,0.6667,0.5000,-0.1667,0.0108,0.0260,0.0152,0,0,0,0,0,0,0,0
565,0.0000,0.0000,0.0000,0.1406,0.2381,0.0975,0,0,0,0,0,0,0,0
566,0.0000,0.0000,0.0000,0.0621,0.0030,-0.0592,0,0,0,0,0,0,0,0
567,0.2500,0.3333,0.0833,0.0088,0.0057,-0.0031,1,0,-1,0,2,-2,0,0
568,0.5000,0.5000,0.0000,0.4722,1.0000,0.5278,0,0,0,0,0,0,1,0
