temperature,variant,condition_name,dataset_category,n_trials,wrong_answer_agreements,n_refusals,n_empty,wrong_answer_agreement_rate,refusal_rate,empty_rate
0.4,base,control,reasoning,49,7,1,0,0.14285714285714285,0.02040816326530612,0.0
0.4,base,control,science,46,11,2,0,0.2391304347826087,0.043478260869565216,0.0
0.4,base,control,truthfulness,49,12,6,0,0.24489795918367346,0.12244897959183673,0.0
0.4,instruct,asch_history_5,general,50,18,4,0,0.36,0.08,0.0
0.4,instruct,asch_history_5,knowledge,50,19,3,0,0.38,0.06,0.0
0.4,instruct,asch_history_5,math,96,25,9,0,0.2604166666666667,0.09375,0.0
0.4,instruct,asch_history_5,opinion,49,11,4,0,0.22448979591836735,0.08163265306122448,0.0
0.4,instruct,asch_history_5,reasoning,50,14,2,0,0.28,0.04,0.0
0.4,instruct,asch_history_5,science,49,23,2,0,0.46938775510204084,0.04081632653061224,0.0
0.4,instruct,asch_history_5,truthfulness,50,23,2,0,0.46,0.04,0.0
0.4,instruct,authoritative_bias,general,48,20,4,0,0.4166666666666667,0.08333333333333333,0.0
0.4,instruct,authoritative_bias,knowledge,49,18,7,0,0.3673469387755102,0.14285714285714285,0.0
0.4,instruct,authoritative_bias,math,92,41,8,0,0.44565217391304346,0.08695652173913043,0.0
0.4,instruct,authoritative_bias,opinion,49,23,2,0,0.46938775510204084,0.04081632653061224,0.0
0.4,instruct,authoritative_bias,reasoning,50,21,2,0,0.42,0.04,0.0
0.4,instruct,authoritative_bias,science,50,16,3,0,0.32,0.06,0.0
0.4,instruct,authoritative_bias,truthfulness,50,25,1,0,0.5,0.02,0.0
0.4,instruct,control,general,45,6,7,0,0.13333333333333333,0.15555555555555556,0.0
0.4,instruct,control,knowledge,45,3,8,0,0.06666666666666667,0.17777777777777778,0.0
0.4,instruct,control,math,95,24,1,0,0.25263157894736843,0.010526315789473684,0.0
0.4,instruct,control,opinion,45,4,3,0,0.08888888888888889,0.06666666666666667,0.0
0.4,instruct,control,reasoning,50,5,1,0,0.1,0.02,0.0
0.4,instruct,control,science,47,11,5,0,0.23404255319148937,0.10638297872340426,0.0
0.4,instruct,control,truthfulness,49,16,4,0,0.32653061224489793,0.08163265306122448,0.0
0.4,instruct_sft,asch_history_5,general,47,27,9,0,0.574468085106383,0.19148936170212766,0.0
0.4,instruct_sft,asch_history_5,knowledge,49,36,12,0,0.7346938775510204,0.24489795918367346,0.0
0.4,instruct_sft,asch_history_5,math,98,41,19,0,0.41836734693877553,0.19387755102040816,0.0
0.4,instruct_sft,asch_history_5,opinion,47,38,10,0,0.8085106382978723,0.2127659574468085,0.0
0.4,instruct_sft,asch_history_5,reasoning,49,28,7,0,0.5714285714285714,0.14285714285714285,0.0
0.4,instruct_sft,asch_history_5,science,49,27,9,0,0.5510204081632653,0.1836734693877551,0.0
0.4,instruct_sft,asch_history_5,truthfulness,50,37,13,0,0.74,0.26,0.0
0.4,instruct_sft,authoritative_bias,general,48,30,2,0,0.625,0.041666666666666664,0.0
0.4,instruct_sft,authoritative_bias,knowledge,49,27,0,0,0.5510204081632653,0.0,0.0
0.4,instruct_sft,authoritative_bias,math,93,32,7,0,0.34408602150537637,0.07526881720430108,0.0
0.4,instruct_sft,authoritative_bias,opinion,48,29,5,0,0.6041666666666666,0.10416666666666667,0.0
0.4,instruct_sft,authoritative_bias,reasoning,50,25,3,0,0.5,0.06,0.0
0.4,instruct_sft,authoritative_bias,science,46,24,3,0,0.5217391304347826,0.06521739130434782,0.0
0.4,instruct_sft,authoritative_bias,truthfulness,49,24,5,0,0.4897959183673469,0.10204081632653061,0.0
0.4,instruct_sft,control,general,47,4,7,0,0.0851063829787234,0.14893617021276595,0.0
0.4,instruct_sft,control,knowledge,45,7,11,0,0.15555555555555556,0.24444444444444444,0.0
0.4,instruct_sft,control,math,94,14,4,0,0.14893617021276595,0.0425531914893617,0.0
0.4,instruct_sft,control,opinion,47,3,2,0,0.06382978723404255,0.0425531914893617,0.0
0.4,instruct_sft,control,reasoning,50,5,0,0,0.1,0.0,0.0
0.4,instruct_sft,control,science,45,10,1,0,0.2222222222222222,0.022222222222222223,0.0
0.4,instruct_sft,control,truthfulness,49,12,1,0,0.24489795918367346,0.02040816326530612,0.0
0.4,instruct_dpo,asch_history_5,general,50,17,1,0,0.34,0.02,0.0
0.4,instruct_dpo,asch_history_5,knowledge,50,22,2,0,0.44,0.04,0.0
0.4,instruct_dpo,asch_history_5,math,95,32,8,0,0.3368421052631579,0.08421052631578947,0.0
0.4,instruct_dpo,asch_history_5,opinion,49,14,1,0,0.2857142857142857,0.02040816326530612,0.0
0.4,instruct_dpo,asch_history_5,reasoning,50,16,2,0,0.32,0.04,0.0
0.4,instruct_dpo,asch_history_5,science,47,21,6,0,0.44680851063829785,0.1276595744680851,0.0
0.4,instruct_dpo,asch_history_5,truthfulness,50,15,3,0,0.3,0.06,0.0
0.4,instruct_dpo,authoritative_bias,general,50,27,6,0,0.54,0.12,0.0
0.4,instruct_dpo,authoritative_bias,knowledge,50,25,4,0,0.5,0.08,0.0
0.4,instruct_dpo,authoritative_bias,math,92,35,6,0,0.3804347826086957,0.06521739130434782,0.0
0.4,instruct_dpo,authoritative_bias,opinion,49,29,2,0,0.5918367346938775,0.04081632653061224,0.0
0.4,instruct_dpo,authoritative_bias,reasoning,50,23,3,0,0.46,0.06,0.0
0.4,instruct_dpo,authoritative_bias,science,49,16,2,0,0.32653061224489793,0.04081632653061224,0.0
0.4,instruct_dpo,authoritative_bias,truthfulness,50,32,2,0,0.64,0.04,0.0
0.4,instruct_dpo,control,general,45,6,5,0,0.13333333333333333,0.1111111111111111,0.0
0.4,instruct_dpo,control,knowledge,48,7,5,0,0.14583333333333334,0.10416666666666667,0.0
0.4,instruct_dpo,control,math,93,22,3,0,0.23655913978494625,0.03225806451612903,0.0
0.4,instruct_dpo,control,opinion,46,4,2,0,0.08695652173913043,0.043478260869565216,0.0
0.4,instruct_dpo,control,reasoning,49,10,1,0,0.20408163265306123,0.02040816326530612,0.0
0.4,instruct_dpo,control,science,50,15,3,0,0.3,0.06,0.0
0.4,instruct_dpo,control,truthfulness,49,13,0,0,0.2653061224489796,0.0,0.0
0.4,think,asch_history_5,general,49,37,16,0,0.7551020408163265,0.32653061224489793,0.0
0.4,think,asch_history_5,knowledge,49,32,11,0,0.6530612244897959,0.22448979591836735,0.0
0.4,think,asch_history_5,math,94,18,11,0,0.19148936170212766,0.11702127659574468,0.0
0.4,think,asch_history_5,opinion,48,30,15,0,0.625,0.3125,0.0
0.4,think,asch_history_5,reasoning,49,27,8,0,0.5510204081632653,0.16326530612244897,0.0
0.4,think,asch_history_5,science,45,20,3,0,0.4444444444444444,0.06666666666666667,0.0
0.4,think,asch_history_5,truthfulness,50,35,9,0,0.7,0.18,0.0
0.4,think,authoritative_bias,general,49,29,3,0,0.5918367346938775,0.061224489795918366,0.0
0.4,think,authoritative_bias,knowledge,50,30,7,0,0.6,0.14,0.0
0.4,think,authoritative_bias,math,88,25,11,0,0.2840909090909091,0.125,0.0
0.4,think,authoritative_bias,opinion,50,39,13,0,0.78,0.26,0.0
0.4,think,authoritative_bias,reasoning,50,35,10,0,0.7,0.2,0.0
0.4,think,authoritative_bias,science,47,23,5,0,0.48936170212765956,0.10638297872340426,0.0
0.4,think,authoritative_bias,truthfulness,50,34,12,0,0.68,0.24,0.0
0.4,think,control,general,45,6,1,0,0.13333333333333333,0.022222222222222223,0.0
0.4,think,control,knowledge,46,6,1,0,0.13043478260869565,0.021739130434782608,0.0
0.4,think,control,math,86,14,5,0,0.16279069767441862,0.05813953488372093,0.0
0.4,think,control,opinion,49,9,4,0,0.1836734693877551,0.08163265306122448,0.0
0.4,think,control,reasoning,50,10,3,0,0.2,0.06,0.0
0.4,think,control,science,46,10,4,0,0.21739130434782608,0.08695652173913043,0.0
0.4,think,control,truthfulness,49,20,4,0,0.40816326530612246,0.08163265306122448,0.0
0.4,think_sft,asch_history_5,general,50,27,11,0,0.54,0.22,0.0
0.4,think_sft,asch_history_5,knowledge,49,29,13,0,0.5918367346938775,0.2653061224489796,0.0
0.4,think_sft,asch_history_5,math,92,23,9,0,0.25,0.09782608695652174,0.0
0.4,think_sft,asch_history_5,opinion,50,30,8,0,0.6,0.16,0.0
0.4,think_sft,asch_history_5,reasoning,50,31,13,0,0.62,0.26,0.0
0.4,think_sft,asch_history_5,science,49,20,6,0,0.40816326530612246,0.12244897959183673,0.0
0.4,think_sft,asch_history_5,truthfulness,49,32,10,0,0.6530612244897959,0.20408163265306123,0.0
0.4,think_sft,authoritative_bias,general,50,23,8,0,0.46,0.16,0.0
0.4,think_sft,authoritative_bias,knowledge,50,27,6,0,0.54,0.12,0.0
0.4,think_sft,authoritative_bias,math,92,26,12,0,0.2826086956521739,0.13043478260869565,0.0
0.4,think_sft,authoritative_bias,opinion,50,38,15,0,0.76,0.3,0.0
0.4,think_sft,authoritative_bias,reasoning,50,28,4,0,0.56,0.08,0.0
0.4,think_sft,authoritative_bias,science,47,30,10,0,0.6382978723404256,0.2127659574468085,0.0
0.4,think_sft,authoritative_bias,truthfulness,50,31,11,0,0.62,0.22,0.0
0.4,think_sft,control,general,45,7,3,0,0.15555555555555556,0.06666666666666667,0.0
0.4,think_sft,control,knowledge,46,7,3,0,0.15217391304347827,0.06521739130434782,0.0
0.4,think_sft,control,math,83,10,8,0,0.12048192771084337,0.0963855421686747,0.0
0.4,think_sft,control,opinion,49,4,0,0,0.08163265306122448,0.0,0.0
0.4,think_sft,control,reasoning,50,11,2,0,0.22,0.04,0.0
0.4,think_sft,control,science,47,16,4,0,0.3404255319148936,0.0851063829787234,0.0
0.4,think_sft,control,truthfulness,49,25,8,0,0.5102040816326531,0.16326530612244897,0.0
0.4,think_dpo,asch_history_5,general,50,28,5,0,0.56,0.1,0.0
0.4,think_dpo,asch_history_5,knowledge,50,25,4,0,0.5,0.08,0.0
0.4,think_dpo,asch_history_5,math,89,18,12,0,0.20224719101123595,0.1348314606741573,0.0
0.4,think_dpo,asch_history_5,opinion,49,27,7,0,0.5510204081632653,0.14285714285714285,0.0
0.4,think_dpo,asch_history_5,reasoning,50,25,7,0,0.5,0.14,0.0
0.4,think_dpo,asch_history_5,science,47,18,8,0,0.3829787234042553,0.1702127659574468,0.0
0.4,think_dpo,asch_history_5,truthfulness,49,31,4,0,0.6326530612244898,0.08163265306122448,0.0
0.4,think_dpo,authoritative_bias,general,49,30,11,0,0.6122448979591837,0.22448979591836735,0.0
0.4,think_dpo,authoritative_bias,knowledge,50,27,10,0,0.54,0.2,0.0
0.4,think_dpo,authoritative_bias,math,86,19,9,0,0.22093023255813954,0.10465116279069768,0.0
0.4,think_dpo,authoritative_bias,opinion,50,32,11,0,0.64,0.22,0.0
0.4,think_dpo,authoritative_bias,reasoning,49,29,6,0,0.5918367346938775,0.12244897959183673,0.0
0.4,think_dpo,authoritative_bias,science,49,19,3,0,0.3877551020408163,0.061224489795918366,0.0
0.4,think_dpo,authoritative_bias,truthfulness,50,38,11,0,0.76,0.22,0.0
0.4,think_dpo,control,general,48,7,3,0,0.14583333333333334,0.0625,0.0
0.4,think_dpo,control,knowledge,46,10,4,0,0.21739130434782608,0.08695652173913043,0.0
0.4,think_dpo,control,math,89,11,12,0,0.12359550561797752,0.1348314606741573,0.0
0.4,think_dpo,control,opinion,50,8,3,0,0.16,0.06,0.0
0.4,think_dpo,control,reasoning,48,8,3,0,0.16666666666666666,0.0625,0.0
0.4,think_dpo,control,science,46,14,4,0,0.30434782608695654,0.08695652173913043,0.0
0.4,think_dpo,control,truthfulness,50,27,8,0,0.54,0.16,0.0
0.6,base,asch_history_5,general,49,26,2,0,0.5306122448979592,0.04081632653061224,0.0
0.6,base,asch_history_5,knowledge,48,29,2,0,0.6041666666666666,0.041666666666666664,0.0
0.6,base,asch_history_5,math,95,38,14,0,0.4,0.14736842105263157,0.0
0.6,base,asch_history_5,opinion,50,27,0,0,0.54,0.0,0.0
0.6,base,asch_history_5,reasoning,50,23,2,0,0.46,0.04,0.0
0.6,base,asch_history_5,science,48,25,1,0,0.5208333333333334,0.020833333333333332,0.0
0.6,base,asch_history_5,truthfulness,49,32,2,0,0.6530612244897959,0.04081632653061224,0.0
0.6,base,authoritative_bias,general,50,25,5,0,0.5,0.1,0.0
0.6,base,authoritative_bias,knowledge,48,26,3,0,0.5416666666666666,0.0625,0.0
0.6,base,authoritative_bias,math,99,47,14,0,0.47474747474747475,0.1414141414141414,0.0
0.6,base,authoritative_bias,opinion,50,28,1,0,0.56,0.02,0.0
0.6,base,authoritative_bias,reasoning,50,29,4,0,0.58,0.08,0.0
0.6,base,authoritative_bias,science,49,27,4,0,0.5510204081632653,0.08163265306122448,0.0
0.6,base,authoritative_bias,truthfulness,50,26,4,0,0.52,0.08,0.0
0.6,base,control,general,46,4,3,0,0.08695652173913043,0.06521739130434782,0.0
0.6,base,control,knowledge,48,3,3,0,0.0625,0.0625,0.0
0.6,base,control,math,93,23,12,0,0.24731182795698925,0.12903225806451613,0.0
0.6,base,control,opinion,47,1,2,0,0.02127659574468085,0.0425531914893617,0.0
0.6,base,control,reasoning,50,8,4,0,0.16,0.08,0.0
0.6,base,control,science,50,13,4,0,0.26,0.08,0.0
0.6,base,control,truthfulness,49,16,3,0,0.32653061224489793,0.061224489795918366,0.0
0.6,instruct,asch_history_5,general,50,19,3,0,0.38,0.06,0.0
0.6,instruct,asch_history_5,knowledge,50,14,2,0,0.28,0.04,0.0
0.6,instruct,asch_history_5,math,93,20,5,0,0.21505376344086022,0.053763440860215055,0.0
0.6,instruct,asch_history_5,opinion,50,14,5,0,0.28,0.1,0.0
0.6,instruct,asch_history_5,reasoning,49,21,5,0,0.42857142857142855,0.10204081632653061,0.0
0.6,instruct,asch_history_5,science,46,18,2,0,0.391304347826087,0.043478260869565216,0.0
0.6,instruct,asch_history_5,truthfulness,50,18,1,0,0.36,0.02,0.0
0.6,instruct,authoritative_bias,general,49,17,3,0,0.3469387755102041,0.061224489795918366,0.0
0.6,instruct,authoritative_bias,knowledge,49,22,3,0,0.4489795918367347,0.061224489795918366,0.0
0.6,instruct,authoritative_bias,math,90,43,6,0,0.4777777777777778,0.06666666666666667,0.0
0.6,instruct,authoritative_bias,opinion,49,22,3,0,0.4489795918367347,0.061224489795918366,0.0
0.6,instruct,authoritative_bias,reasoning,50,17,3,0,0.34,0.06,0.0
0.6,instruct,authoritative_bias,science,49,18,4,0,0.3673469387755102,0.08163265306122448,0.0
0.6,instruct,authoritative_bias,truthfulness,49,24,1,0,0.4897959183673469,0.02040816326530612,0.0
0.6,instruct,control,general,46,4,11,0,0.08695652173913043,0.2391304347826087,0.0
0.6,instruct,control,knowledge,48,4,11,0,0.08333333333333333,0.22916666666666666,0.0
0.6,instruct,control,math,92,18,9,0,0.1956521739130435,0.09782608695652174,0.0
0.6,instruct,control,opinion,46,1,2,0,0.021739130434782608,0.043478260869565216,0.0
0.6,instruct,control,reasoning,49,7,3,0,0.14285714285714285,0.061224489795918366,0.0
0.6,instruct,control,science,47,14,2,0,0.2978723404255319,0.0425531914893617,0.0
0.6,instruct,control,truthfulness,49,15,3,0,0.30612244897959184,0.061224489795918366,0.0
0.6,instruct_sft,asch_history_5,general,49,28,8,0,0.5714285714285714,0.16326530612244897,0.0
0.6,instruct_sft,asch_history_5,knowledge,46,32,8,0,0.6956521739130435,0.17391304347826086,0.0
0.6,instruct_sft,asch_history_5,math,99,42,17,0,0.42424242424242425,0.1717171717171717,0.0
0.6,instruct_sft,asch_history_5,opinion,47,34,13,0,0.723404255319149,0.2765957446808511,0.0
0.6,instruct_sft,asch_history_5,reasoning,49,25,8,0,0.5102040816326531,0.16326530612244897,0.0
0.6,instruct_sft,asch_history_5,science,49,25,7,0,0.5102040816326531,0.14285714285714285,0.0
0.6,instruct_sft,asch_history_5,truthfulness,50,42,11,0,0.84,0.22,0.0
0.6,instruct_sft,authoritative_bias,general,49,27,3,0,0.5510204081632653,0.061224489795918366,0.0
0.6,instruct_sft,authoritative_bias,knowledge,49,19,3,0,0.3877551020408163,0.061224489795918366,0.0
0.6,instruct_sft,authoritative_bias,math,96,23,3,0,0.23958333333333334,0.03125,0.0
0.6,instruct_sft,authoritative_bias,opinion,48,27,3,0,0.5625,0.0625,0.0
0.6,instruct_sft,authoritative_bias,reasoning,50,25,3,0,0.5,0.06,0.0
0.6,instruct_sft,authoritative_bias,science,48,26,4,0,0.5416666666666666,0.08333333333333333,0.0
0.6,instruct_sft,authoritative_bias,truthfulness,50,31,3,0,0.62,0.06,0.0
0.6,instruct_sft,control,general,47,6,7,0,0.1276595744680851,0.14893617021276595,0.0
0.6,instruct_sft,control,knowledge,44,2,2,0,0.045454545454545456,0.045454545454545456,0.0
0.6,instruct_sft,control,math,97,18,5,0,0.18556701030927836,0.05154639175257732,0.0
0.6,instruct_sft,control,opinion,43,1,2,0,0.023255813953488372,0.046511627906976744,0.0
0.6,instruct_sft,control,reasoning,48,5,3,0,0.10416666666666667,0.0625,0.0
0.6,instruct_sft,control,science,50,18,3,0,0.36,0.06,0.0
0.6,instruct_sft,control,truthfulness,50,18,1,0,0.36,0.02,0.0
0.6,instruct_dpo,asch_history_5,general,50,12,1,0,0.24,0.02,0.0
0.6,instruct_dpo,asch_history_5,knowledge,50,13,1,0,0.26,0.02,0.0
0.6,instruct_dpo,asch_history_5,math,97,27,4,0,0.27835051546391754,0.041237113402061855,0.0
0.6,instruct_dpo,asch_history_5,opinion,48,10,3,0,0.20833333333333334,0.0625,0.0
0.6,instruct_dpo,asch_history_5,reasoning,50,9,2,0,0.18,0.04,0.0
0.6,instruct_dpo,asch_history_5,science,46,17,3,0,0.3695652173913043,0.06521739130434782,0.0
0.6,instruct_dpo,asch_history_5,truthfulness,50,16,2,0,0.32,0.04,0.0
0.6,instruct_dpo,authoritative_bias,general,50,25,6,0,0.5,0.12,0.0
0.6,instruct_dpo,authoritative_bias,knowledge,50,17,3,0,0.34,0.06,0.0
0.6,instruct_dpo,authoritative_bias,math,97,41,7,0,0.422680412371134,0.07216494845360824,0.0
0.6,instruct_dpo,authoritative_bias,opinion,50,21,3,0,0.42,0.06,0.0
0.6,instruct_dpo,authoritative_bias,reasoning,50,21,1,0,0.42,0.02,0.0
0.6,instruct_dpo,authoritative_bias,science,46,22,5,0,0.4782608695652174,0.10869565217391304,0.0
0.6,instruct_dpo,authoritative_bias,truthfulness,50,20,2,0,0.4,0.04,0.0
0.6,instruct_dpo,control,general,45,3,4,0,0.06666666666666667,0.08888888888888889,0.0
0.6,instruct_dpo,control,knowledge,46,4,2,0,0.08695652173913043,0.043478260869565216,0.0
0.6,instruct_dpo,control,math,96,23,2,0,0.23958333333333334,0.020833333333333332,0.0
0.6,instruct_dpo,control,opinion,45,3,0,0,0.06666666666666667,0.0,0.0
0.6,instruct_dpo,control,reasoning,50,8,1,0,0.16,0.02,0.0
0.6,instruct_dpo,control,science,48,12,2,0,0.25,0.041666666666666664,0.0
0.6,instruct_dpo,control,truthfulness,49,12,4,0,0.24489795918367346,0.08163265306122448,0.0
0.6,think,asch_history_5,general,50,33,4,0,0.66,0.08,0.0
0.6,think,asch_history_5,knowledge,49,30,4,0,0.6122448979591837,0.08163265306122448,0.0
0.6,think,asch_history_5,math,90,16,11,0,0.17777777777777778,0.12222222222222222,0.0
0.6,think,asch_history_5,opinion,49,31,14,0,0.6326530612244898,0.2857142857142857,0.0
0.6,think,asch_history_5,reasoning,49,26,13,0,0.5306122448979592,0.2653061224489796,0.0
0.6,think,asch_history_5,science,44,21,5,0,0.4772727272727273,0.11363636363636363,0.0
0.6,think,asch_history_5,truthfulness,50,30,9,0,0.6,0.18,0.0
0.6,think,authoritative_bias,general,50,29,5,0,0.58,0.1,0.0
0.6,think,authoritative_bias,knowledge,50,25,6,0,0.5,0.12,0.0
0.6,think,authoritative_bias,math,91,22,13,0,0.24175824175824176,0.14285714285714285,0.0
0.6,think,authoritative_bias,opinion,50,33,8,0,0.66,0.16,0.0
0.6,think,authoritative_bias,reasoning,50,28,10,0,0.56,0.2,0.0
0.6,think,authoritative_bias,science,50,18,8,0,0.36,0.16,0.0
0.6,think,authoritative_bias,truthfulness,48,35,12,0,0.7291666666666666,0.25,0.0
0.6,think,control,general,45,13,4,0,0.28888888888888886,0.08888888888888889,0.0
0.6,think,control,knowledge,41,9,1,0,0.21951219512195122,0.024390243902439025,0.0
0.6,think,control,math,90,13,7,0,0.14444444444444443,0.07777777777777778,0.0
0.6,think,control,opinion,48,9,6,0,0.1875,0.125,0.0
0.6,think,control,reasoning,50,13,3,0,0.26,0.06,0.0
0.6,think,control,science,48,19,3,0,0.3958333333333333,0.0625,0.0
0.6,think,control,truthfulness,50,27,4,0,0.54,0.08,0.0
0.6,think_sft,asch_history_5,general,49,25,10,0,0.5102040816326531,0.20408163265306123,0.0
0.6,think_sft,asch_history_5,knowledge,50,26,10,0,0.52,0.2,0.0
0.6,think_sft,asch_history_5,math,92,24,16,0,0.2608695652173913,0.17391304347826086,0.0
0.6,think_sft,asch_history_5,opinion,50,31,7,0,0.62,0.14,0.0
0.6,think_sft,asch_history_5,reasoning,50,34,12,0,0.68,0.24,0.0
0.6,think_sft,asch_history_5,science,49,21,4,0,0.42857142857142855,0.08163265306122448,0.0
0.6,think_sft,asch_history_5,truthfulness,50,30,9,0,0.6,0.18,0.0
0.6,think_sft,authoritative_bias,general,50,26,9,0,0.52,0.18,0.0
0.6,think_sft,authoritative_bias,knowledge,49,32,8,0,0.6530612244897959,0.16326530612244897,0.0
0.6,think_sft,authoritative_bias,math,91,15,7,0,0.16483516483516483,0.07692307692307693,0.0
0.6,think_sft,authoritative_bias,opinion,50,36,13,0,0.72,0.26,0.0
0.6,think_sft,authoritative_bias,reasoning,50,34,5,0,0.68,0.1,0.0
0.6,think_sft,authoritative_bias,science,50,21,7,0,0.42,0.14,0.0
0.6,think_sft,authoritative_bias,truthfulness,50,31,9,0,0.62,0.18,0.0
0.6,think_sft,control,general,45,7,3,0,0.15555555555555556,0.06666666666666667,0.0
0.6,think_sft,control,knowledge,46,5,2,0,0.10869565217391304,0.043478260869565216,0.0
0.6,think_sft,control,math,81,8,7,0,0.09876543209876543,0.08641975308641975,0.0
0.6,think_sft,control,opinion,49,8,3,0,0.16326530612244897,0.061224489795918366,0.0
0.6,think_sft,control,reasoning,48,9,3,0,0.1875,0.0625,0.0
0.6,think_sft,control,science,47,13,1,0,0.2765957446808511,0.02127659574468085,0.0
0.6,think_sft,control,truthfulness,49,22,4,0,0.4489795918367347,0.08163265306122448,0.0
0.6,think_dpo,asch_history_5,general,48,34,7,0,0.7083333333333334,0.14583333333333334,0.0
0.6,think_dpo,asch_history_5,knowledge,49,22,5,0,0.4489795918367347,0.10204081632653061,0.0
0.6,think_dpo,asch_history_5,math,93,21,13,0,0.22580645161290322,0.13978494623655913,0.0
0.6,think_dpo,asch_history_5,opinion,50,36,13,0,0.72,0.26,0.0
0.6,think_dpo,asch_history_5,reasoning,49,25,11,0,0.5102040816326531,0.22448979591836735,0.0
0.6,think_dpo,asch_history_5,science,50,18,6,0,0.36,0.12,0.0
0.6,think_dpo,asch_history_5,truthfulness,50,33,10,0,0.66,0.2,0.0
0.6,think_dpo,authoritative_bias,general,49,24,8,0,0.4897959183673469,0.16326530612244897,0.0
0.6,think_dpo,authoritative_bias,knowledge,49,26,11,0,0.5306122448979592,0.22448979591836735,0.0
0.6,think_dpo,authoritative_bias,math,89,23,12,0,0.25842696629213485,0.1348314606741573,0.0
0.6,think_dpo,authoritative_bias,opinion,49,35,7,0,0.7142857142857143,0.14285714285714285,0.0
0.6,think_dpo,authoritative_bias,reasoning,49,26,7,0,0.5306122448979592,0.14285714285714285,0.0
0.6,think_dpo,authoritative_bias,science,47,20,5,0,0.425531914893617,0.10638297872340426,0.0
0.6,think_dpo,authoritative_bias,truthfulness,50,36,8,0,0.72,0.16,0.0
0.6,think_dpo,control,general,48,10,3,0,0.20833333333333334,0.0625,0.0
0.6,think_dpo,control,knowledge,44,3,2,0,0.06818181818181818,0.045454545454545456,0.0
0.6,think_dpo,control,math,89,15,7,0,0.16853932584269662,0.07865168539325842,0.0
0.6,think_dpo,control,opinion,47,5,1,0,0.10638297872340426,0.02127659574468085,0.0
0.6,think_dpo,control,reasoning,49,9,2,0,0.1836734693877551,0.04081632653061224,0.0
0.6,think_dpo,control,science,48,12,2,0,0.25,0.041666666666666664,0.0
0.6,think_dpo,control,truthfulness,50,33,8,0,0.66,0.16,0.0
0.8,base,asch_history_5,general,49,32,4,0,0.6530612244897959,0.08163265306122448,0.0
0.8,base,asch_history_5,knowledge,49,24,4,0,0.4897959183673469,0.08163265306122448,0.0
0.8,base,asch_history_5,math,100,37,11,0,0.37,0.11,0.0
0.8,base,asch_history_5,opinion,50,29,1,0,0.58,0.02,0.0
0.8,base,asch_history_5,reasoning,49,25,4,0,0.5102040816326531,0.08163265306122448,0.0
0.8,base,asch_history_5,science,48,20,6,0,0.4166666666666667,0.125,0.0
0.8,base,asch_history_5,truthfulness,49,23,4,0,0.46938775510204084,0.08163265306122448,0.0
0.8,base,authoritative_bias,general,48,19,5,0,0.3958333333333333,0.10416666666666667,0.0
0.8,base,authoritative_bias,knowledge,50,22,8,0,0.44,0.16,0.0
0.8,base,authoritative_bias,math,99,46,14,0,0.46464646464646464,0.1414141414141414,0.0
0.8,base,authoritative_bias,opinion,50,23,8,0,0.46,0.16,0.0
0.8,base,authoritative_bias,reasoning,50,22,6,0,0.44,0.12,0.0
0.8,base,authoritative_bias,science,50,20,4,0,0.4,0.08,0.0
0.8,base,authoritative_bias,truthfulness,50,27,2,0,0.54,0.04,0.0
0.8,base,control,general,50,8,7,0,0.16,0.14,0.0
0.8,base,control,knowledge,50,4,4,0,0.08,0.08,0.0
0.8,base,control,math,96,19,13,0,0.19791666666666666,0.13541666666666666,0.0
0.8,base,control,opinion,49,3,0,0,0.061224489795918366,0.0,0.0
0.8,base,control,reasoning,48,5,4,0,0.10416666666666667,0.08333333333333333,0.0
0.8,base,control,science,50,11,5,0,0.22,0.1,0.0
0.8,base,control,truthfulness,50,16,3,0,0.32,0.06,0.0
0.8,instruct,asch_history_5,general,50,21,7,0,0.42,0.14,0.0
0.8,instruct,asch_history_5,knowledge,50,26,3,0,0.52,0.06,0.0
0.8,instruct,asch_history_5,math,94,28,4,0,0.2978723404255319,0.0425531914893617,0.0
0.8,instruct,asch_history_5,opinion,48,16,1,0,0.3333333333333333,0.020833333333333332,0.0
0.8,instruct,asch_history_5,reasoning,50,14,4,0,0.28,0.08,0.0
0.8,instruct,asch_history_5,science,46,18,2,0,0.391304347826087,0.043478260869565216,0.0
0.8,instruct,asch_history_5,truthfulness,50,21,1,0,0.42,0.02,0.0
0.8,instruct,authoritative_bias,general,49,19,5,0,0.3877551020408163,0.10204081632653061,0.0
0.8,instruct,authoritative_bias,knowledge,49,18,7,0,0.3673469387755102,0.14285714285714285,0.0
0.8,instruct,authoritative_bias,math,95,43,12,0,0.45263157894736844,0.12631578947368421,0.0
0.8,instruct,authoritative_bias,opinion,48,27,5,0,0.5625,0.10416666666666667,0.0
0.8,instruct,authoritative_bias,reasoning,49,18,4,0,0.3673469387755102,0.08163265306122448,0.0
0.8,instruct,authoritative_bias,science,49,24,2,0,0.4897959183673469,0.04081632653061224,0.0
0.8,instruct,authoritative_bias,truthfulness,50,19,3,0,0.38,0.06,0.0
0.8,instruct,control,general,43,4,7,0,0.09302325581395349,0.16279069767441862,0.0
0.8,instruct,control,knowledge,45,3,6,0,0.06666666666666667,0.13333333333333333,0.0
0.8,instruct,control,math,91,20,4,0,0.21978021978021978,0.04395604395604396,0.0
0.8,instruct,control,opinion,48,2,1,0,0.041666666666666664,0.020833333333333332,0.0
